"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
brom_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took BROMAZEPAM, what was your usual total daily dose?","1, 1.5  mg per 24 hours | 2, 3 mg per 24 hours | 3, 4.5 mg per 24 hours | 4, 6 mg per 24 hours | 5, 9 mg per 24 hours | 6, 12 mg per 24 hours | 7, 18 mg per 24 hours | 0, Other",,,,,,"[c_sp(2)] = '1' and ([freq_dich] = '0' OR [freq_dich] = '1')",y,,,,," @NONEOFTHEABOVE = 0"
brom_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of BROMAZEPAM? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[brom_24dose_curr(0)] = '1' and [freq_dich] = '0' and [freq_dich] = '1'",y,,,,,
chlor_use_freq_past,about_your_sleep_medication_use,,radio,"<div class=""rich-text-field-label""><p>How many days per week did you regularly take CHLORDIAZEPOXIDE?<br /><br /><span style=""font-weight: normal;"">Choose the highest option that applies to you in the past 2 years. </span></p></div>","1, 7 days/week | 2, 6 days/week | 3, 5 days/week | 4, 4 days/week | 5, 3 days/week | 6, 2 days/week | 7, 1 day/week | 8, Less than 1 day/week",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(3)] = '1'",y,,,,,
chlo_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took CHLORDIAZEPOXIDE, what was your usual total daily dose?","1, 5  mg per 24 hours | 2, 10 mg per 24 hours | 3, 20 mg per 24 hours | 4, 25 mg per 24 hours | 5, 50 mg per 24 hours | 0, Other",,,,,,"[c_sp(3)] = '1' and ([freq_dich] = '0' OR [freq_dich] = '1')",y,,,,," @NONEOFTHEABOVE = 0"
chlo_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of CHLORDIAZEPOXIDE? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[chlo_24dose_curr(0)] = '1' and [freq_dich] = '1' and [freq_dich] = '0'",y,,,,,
clon_use_freq_past,about_your_sleep_medication_use,,radio,"<div class=""rich-text-field-label""><p>How many days per week did you regularly take CLONAZEPAM?<br /><br /><span style=""font-weight: normal;"">Choose the highest option that applies to you in the past 2 years. </span></p></div>","1, 7 days/week | 2, 6 days/week | 3, 5 days/week | 4, 4 days/week | 5, 3 days/week | 6, 2 days/week | 7, 1 day/week | 8, Less than 1 day/week",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(4)] = '1'",y,,,,,
clon_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took CLONAZEPAM, what was your usual total daily dose?","1, 0.25 mg per 24 hours | 2, 0.5 mg per 24 hours | 3, 1 mg per 24 hours | 4, 1.5 mg per 24 hours | 5, 2 mg per 24 hours | 6, 3 mg per 24 hours | 7, 4 mg per 24 hours | 0, Other",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(4)] = '1'",y,,,,," @NONEOFTHEABOVE = 0"
clo_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of CLONAZEPAM? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[clon_24dose_curr(0)] = '1' and [freq_dich] = '0' and [freq_dich] = '1'",y,,,,,
diaz_use_freq_past,about_your_sleep_medication_use,,radio,"<div class=""rich-text-field-label""><p>How many days per week did you regularly take DIAZEPAM?<br /><br /><span style=""font-weight: normal;"">Choose the highest option that applies to you in the past 2 years. </span></p></div>","1, 7 days/week | 2, 6 days/week | 3, 5 days/week | 4, 4 days/week | 5, 3 days/week | 6, 2 days/week | 7, 1 day/week | 8, Less than 1 day/week",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(5)] = '1'",y,,,,,
dia_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took DIAZEPAM, what was your usual total daily dose?","1, 1 mg per 24 hours | 2, 2 mg per 24 hours | 3, 2.5 mg per 24 hours | 4, 4 mg per 24 hours | 5, 5 mg per 24 hours | 6, 10 mg per 24 hours | 7, 20 mg per 24 hours | 0, Other",,,,,,"[c_sp(5)] = '1' and ([freq_dich] = '0' OR [freq_dich] = '1')",y,,,,," @NONEOFTHEABOVE = 0"
dia_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of DIAZEPAM? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[dia_24dose_curr(0)] = '1' and [freq_dich] = '0' and [freq_dich] = '1'",y,,,,,
eszo_use_freq_past,about_your_sleep_medication_use,,radio,"<div class=""rich-text-field-label""><p>How many days per week did you regularly take ESZOPICLONE?<br /><br /><span style=""font-weight: normal;"">Choose the highest option that applies to you in the past 2 years. </span></p></div>","1, 7 days/week | 2, 6 days/week | 3, 5 days/week | 4, 4 days/week | 5, 3 days/week | 6, 2 days/week | 7, 1 day/week | 8, Less than 1 day/week",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(6)] = '1'",y,,,,,
eszo_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took ESZOPICLONE, what was your usual total daily dose?","1, 0.5 mg per 24 hours | 2, 1 mg per 24 hours | 3, 2 mg per 24 hours | 4, 3 mg per 24 hours | 5, 4 mg per 24 hours | 6, 4.5 mg per 24 hours | 7, 6 mg per 24 hours | 0, Other",,,,,,"[c_sp(6)] = '1' and ([freq_dich] = '0' OR [freq_dich] = '1')",y,,,,," @NONEOFTHEABOVE = 0"
eszo_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of ESZOPICLONE? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[eszo_24dose_curr(0)] = '1' and [freq_dich] = '0' and [freq_dich] = '1'",y,,,,,
flur_use_freq_past,about_your_sleep_medication_use,,radio,"<div class=""rich-text-field-label""><p>How many days per week did you regularly take FLURAZEPAM?<br /><br /><span style=""font-weight: normal;"">Choose the highest option that applies to you in the past 2 years. </span></p></div>","1, 7 days/week | 2, 6 days/week | 3, 5 days/week | 4, 4 days/week | 5, 3 days/week | 6, 2 days/week | 7, 1 day/week | 8, Less than 1 day/week",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(7)] = '1'",y,,,,,
flura_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took FLURAZEPAM, what was your usual total daily dose?","1, 15 mg per 24 hours | 2, 30 mg per 24 hours | 0, Other",,,,,,"[c_sp(7)] = '1' and ([freq_dich] = '0' OR [freq_dich] = '1')",y,,,,," @NONEOFTHEABOVE = 0"
flur_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of FLURAZEPAM? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[flura_24dose_curr(0)] = '1' and [freq_dich] = '0' and [freq_dich] = '1'",y,,,,,
loraz_use_freq_past,about_your_sleep_medication_use,,radio,"<div class=""rich-text-field-label""><p>How many days per week did you regularly take LORAZEPAM?<br /><br /><span style=""font-weight: normal;"">Choose the highest option that applies to you in the past 2 years. </span></p></div>","1, 7 days/week | 2, 6 days/week | 3, 5 days/week | 4, 4 days/week | 5, 3 days/week | 6, 2 days/week | 7, 1 day/week | 8, Less than 1 day/week",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(8)] = '1'",y,,,,,
loraz_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took LORAZEPAM, what was your usual total daily dose?","1, 0.25 mg per 24 hours | 2, 0.5 mg per 24 hours | 3, 1 mg per 24 hours | 4, 1.5 mg per 24 hours | 5, 2 mg per 24 hours | 6, 3 mg per 24 hours | 7, 4 mg per 24 hours | 0, Other",,,,,,"[c_sp(8)] = '1' and ([freq_dich] = '0' OR [freq_dich] = '1')",y,,,,," @NONEOFTHEABOVE = 0"
loraz_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of LORAZEPAM? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[loraz_24dose_curr(0)] = '1' and [freq_dich] = '0' and [freq_dich] = '1'",y,,,,,
nitraz_use_freq_past,about_your_sleep_medication_use,,radio,"<div class=""rich-text-field-label""><p>How many days per week did you regularly take NITRAZEPAM?<br /><br /><span style=""font-weight: normal;"">Choose the highest option that applies to you in the past 2 years. </span></p></div>","1, 7 days/week | 2, 6 days/week | 3, 5 days/week | 4, 4 days/week | 5, 3 days/week | 6, 2 days/week | 7, 1 day/week | 8, Less than 1 day/week",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(9)] = '1'",y,,,,,
nitraz_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took NITRAZEPAM, what was your usual total daily dose?","1, 2.5 mg per 24 hours | 2, 5 mg per 24 hours | 3, 7.5 mg per 24 hours | 4, 10 mg per 24 hours | 5, 15 mg per 24 hours | 6, 20 mg per 24 hours | 0, Other",,,,,,"[c_sp(9)] = '1' and ([freq_dich] = '0' OR [freq_dich] = '1')",y,,,,," @NONEOFTHEABOVE = 0"
nitraz_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of NITRAZEPAM? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[nitraz_24dose_curr(0)] = '1' and [freq_dich] = '0' and [freq_dich] = '1'",y,,,,,
oxaz_use_freq_past,about_your_sleep_medication_use,,radio,"<div class=""rich-text-field-label""><p>How many days per week did you regularly take OXAZEPAM?<br /><br /><span style=""font-weight: normal;"">Choose the highest option that applies to you in the past 2 years. </span></p></div>","1, 7 days/week | 2, 6 days/week | 3, 5 days/week | 4, 4 days/week | 5, 3 days/week | 6, 2 days/week | 7, 1 day/week | 8, Less than 1 day/week",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(10)] = '1'",y,,,,,
oxaz_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took OXAZEPAM, what was your usual total daily dose?","1, 5 mg per 24 hours | 2, 10 mg per 24 hours | 3, 15 mg per 24 hours | 4, 22.5 mg per 24 hours | 5, 30 mg per 24 hours | 6, 45 mg per 24 hours | 7, 60 mg per 24 hours | 0, Other",,,,,,"[c_sp(10)] = '1' and ([freq_dich] = '0' OR [freq_dich] = '1')",y,,,,," @NONEOFTHEABOVE = 0"
oxaz_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of OXAZEPAM? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[oxaz_24dose_curr(0)] = '1' and [freq_dich] = '0' and [freq_dich] = '1'",y,,,,,
temaz_use_freq_past,about_your_sleep_medication_use,,radio,"<div class=""rich-text-field-label""><p>How many days per week did you regularly take TEMAZEPAM?<br /><br /><span style=""font-weight: normal;"">Choose the highest option that applies to you in the past 2 years. </span></p></div>","1, 7 days/week | 2, 6 days/week | 3, 5 days/week | 4, 4 days/week | 5, 3 days/week | 6, 2 days/week | 7, 1 day/week | 8, Less than 1 day/week",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(11)] = '1'",y,,,,,
temaz_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took TEMAZEPAM, what was your usual total daily dose?","1, 15 mg per 24 hours | 2, 30 mg per 24 hours | 0, Other",,,,,,"[c_sp(11)] = '1' and ([freq_dich] = '0' OR [freq_dich] = '1')",y,,,,," @NONEOFTHEABOVE = 0"
temaz_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of TEMAZEPAM? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[temaz_24dose_curr(0)] = '1' and [freq_dich] = '0' and [freq_dich] = '1'",y,,,,,
triaz_use_freq_past,about_your_sleep_medication_use,,radio,"<div class=""rich-text-field-label""><p>How many days per week did you regularly take TRIAZOLAM?<br /><br /><span style=""font-weight: normal;"">Choose the highest option that applies to you in the past 2 years. </span></p></div>","1, 7 days/week | 2, 6 days/week | 3, 5 days/week | 4, 4 days/week | 5, 3 days/week | 6, 2 days/week | 7, 1 day/week | 8, Less than 1 day/week",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(12)] = '1'",y,,,,,
triaz_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took TRIAZOLAM, what was your usual total daily dose?","1, 0.0625 mg  per 24 hours | 2, 0.125 mg per 24 hours | 3, 0.25 mg per 24 hours | 4, 0.5 mg per 24 hours | 0, Other",,,,,,"[c_sp(12)] = '1' and ([freq_dich] = '0' OR [freq_dich] = '1')",y,,,,," @NONEOFTHEABOVE = 0"
triaz_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of TRIAZOLAM? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[triaz_24dose_curr(0)] = '1' and [freq_dich] = '0' and [freq_dich] = '1'",y,,,,,
zolpi_use_freq_past,about_your_sleep_medication_use,,radio,"<div class=""rich-text-field-label""><p>How many days per week did you regularly take ZOLPIDEM?<br /><br /><span style=""font-weight: normal;"">Choose the highest option that applies to you in the past 2 years. </span></p></div>","1, 7 days/week | 2, 6 days/week | 3, 5 days/week | 4, 4 days/week | 5, 3 days/week | 6, 2 days/week | 7, 1 day/week | 8, Less than 1 day/week",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(13)] = '1'",y,,,,,
zolp_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took ZOLPIDEM, what was your usual total daily dose?","1, 5 mg  per 24 hours | 2, 10 mg per 24 hours | 3, 15 mg per 24 hours | 0, Other",,,,,,"[c_sp(13)] = '1' and ([freq_dich] = '0' OR [freq_dich] = '1')",y,,,,," @NONEOFTHEABOVE = 0"
zolpi_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of ZOLPIDEM? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[zolp_24dose_curr(0)] = '1' and [freq_dich] = '0' and [freq_dich] = '1'",y,,,,,
zopi_use_freq_past,about_your_sleep_medication_use,,radio,"<div class=""rich-text-field-label""><p>How many days per week did you regularly take ZOPICLONE?<br /><br /><span style=""font-weight: normal;"">Choose the highest option that applies to you in the past 2 years. </span></p></div>","1, 7 days/week | 2, 6 days/week | 3, 5 days/week | 4, 4 days/week | 5, 3 days/week | 6, 2 days/week | 7, 1 day/week | 8, Less than 1 day/week",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1') and [c_sp(14)] = '1'",y,,,,,
zopi_24dose_past,about_your_sleep_medication_use,,checkbox,"On the days that you took ZOPICLONE, what was your usual total daily dose?","1, 2.5 mg  per 24 hours | 2, 3.75 mg per 24 hours | 3, 5 mg per 24 hours | 4, 7.5 mg per 24 hours | 0, Other",,,,,,"[c_sp(14)] = '1' and ([freq_dich] = '0' OR [freq_dich] = '1')",y,,,,," @NONEOFTHEABOVE = 0"
zopi_mg_other_past,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>""Other"": What was your usual dose of ZOPICLONE? <br /><br /><span style=""font-weight: normal;"">Indicate the dose as the <span style=""text-decoration: underline;"">number</span> of mg per 24 hours.</span></p></div>",,,number,0.01,100,,"[zopi_24dose_curr(0)] = '1' and [freq_dich] = '1' and [freq_dich] = '0'",y,,,,,
c_lengthofuse,about_your_sleep_medication_use,,text,"<div class=""rich-text-field-label""><p>Estimate how many <span style=""text-decoration: underline;"">years</span> you have taken medications to help you sleep.<br /><br /><span style=""font-weight: normal;"">If you have taken more than one type of sleeping pill you can add up the total time for your estimate.</span></p></div>",,"Examples: 1.5, 7, 25",number,0.1,100,,,y,,,,,
stop_rate_dc,about_your_sleep_medication_use,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <p>The following questions relate to your attempts within the past 2 years to reduce or stop taking these sleep medications.  </p> </div></div>",radio,"How did you attempt to stop taking the sleep medication? ","0, Abruptly (""cold turkey"") | 1, Slowly (reduced the dose gradually over 1-4 weeks) | 2, Very slowly (reduced the dose very gradually over more than 4 weeks)",,,,,,"[freq_dich] = '2'",y,,,,,
stop_rate_dc_2,about_your_sleep_medication_use,,radio,"How did you stop taking the sleep medication? ","0, Abruptly (""cold turkey"") | 1, Slowly (reduced the dose gradually over 1-4 weeks) | 2, Very slowly (reduced the dose very gradually over more than 4 weeks)",,,,,,"[freq_dich] = '0' or [freq_dich] = '1'",y,,,,,
tablet_split,about_your_sleep_medication_use,,checkbox,"<div class=""rich-text-field-label""><p>Did you do any of the following when reducing your dose? <br /><br /><span style=""font-weight: normal;"">Select all that apply.</span></p> <p> </p> <p><span style=""font-weight: normal;"">Splitting tablets (for example into 2 or 4 pieces) can be used to help you gradually reduce your dose over time. Some pharmacies can make a liquid formulation for the same purpose. </span></p></div>","1, I split my own pills | 2, The pharmacy split the pills for me | 3, The pharmacy prepared a liquid formulation of the sleep medication for me | 0, I didn't do any of these options.","Select all that apply",,,,,"[stop_rate_dc] = '1' or [stop_rate_dc] = '2'",y,,,,," @NONEOFTHEABOVE=0"
tablet_split_2,about_your_sleep_medication_use,,checkbox,"<div class=""rich-text-field-label""><p>Did you do any of the following when reducing your dose? <br /><br /><span style=""font-weight: normal;"">Select all that apply. </span><br /><br /><span style=""font-weight: normal;"">Splitting tablets (for example into 2 or 4 pieces) can be used to help you gradually reduce your dose over time. Some pharmacies can make a liquid formulation for the same purpose. </span></p></div>","1, I split my own pills | 2, The pharmacy split the pills for me | 3, The pharmacy prepared a liquid formulation of the sleep medication for me | 0, I didn't do any of these options.","Select all that apply",,,,,"[stop_rate_dc_2] = '1' or [stop_rate_dc_2] = '2'",y,,,,," @NONEOFTHEABOVE=0"
duration_stopped,about_your_sleep_medication_use,,radio,"What was the longest period of time that you completely stopped taking your sleep medication (within the past 2 years)? ","0, I reduced my dose but didn't completely stop taking my sleep medication(s) | 1, I completely stopped for less than 7 days | 2, I completely stopped for 8-30 days | 3, I completely stopped for longer than 30 days",,,,,,"[freq_dich] = '2'",y,,,,,
stop_wdl_exp,about_your_sleep_medication_use,,checkbox,"<div class=""rich-text-field-label""><p>Which of the following ""withdrawal effects"" did you experience when reducing the dose or fully stopping your sleep medication?</p> <p><span style=""font-weight: normal;"">Select all that apply</span><br /><br />Insomnia: <span style=""font-weight: normal;"">poor sleep or worsening sleep problems </span></p> <p><br />Anxiety: <span style=""font-weight: normal;"">feeling anxious, irritable, agitated, jittery, on edge, tense, worried, restless, racing thoughts</span></p> <p><br />Other mental health effects: <span style=""font-weight: normal;"">difficulty concentrating, depressed mood, memory problems, confusion</span></p> <p><br />Physical effects: <span style=""font-weight: normal;"">nausea, dizzy, unsteady, headaches, sweating, tremulous, shaky, pounding heart, sensitive to noise or light</span><br /><br /></p></div>","1, Insomnia | 2, Anxiety | 3, Other mental health effects | 4, Physical effects | 0, No withdrawal effects","Select all that apply",,,,,"[freq_dich] = '2'",y,,,,," @NONEOFTHEABOVE=0"
stop_wdl_exp_2,about_your_sleep_medication_use,,checkbox,"<div class=""rich-text-field-label""><p>Which of the following ""withdrawal effects"" did you experience when reducing the dose or fully stopping your sleep medication?</p> <p><span style=""font-weight: normal;"">Select all that apply</span><br /><br />Insomnia: <span style=""font-weight: normal;"">poor sleep or worsening sleep problems </span></p> <p><br />Anxiety:<span style=""font-weight: normal;""> feeling anxious, irritable, agitated, jittery, on edge, tense, worried, restless, racing thoughts</span></p> <p><br />Other mental health effects<span style=""font-weight: normal;"">: difficulty concentrating, depressed mood, memory problems, confusion</span></p> <p><br />Physical effects:<span style=""font-weight: normal;""> nausea, dizzy, unsteady, headaches, sweating, tremulous, shaky, pounding heart, sensitive to noise or light</span></p> <p> </p></div>","1, Insomnia | 2, Anxiety | 3, Other mental health effects | 4, Physical effects | 0, No withdrawal effects","Select all that apply",,,,,"[freq_dich] = '0' or [freq_dich] = '1'",y,,,,," @NONEOFTHEABOVE=0"
stopping_aids,about_your_sleep_medication_use,,checkbox,"<div class=""rich-text-field-label""><p>Were any of the following methods used when decreasing or stopping your sleeping pills? <br /><br /><span style=""font-weight: normal;"">Select all that apply.</span></p></div>","1, Alternative medication for sleep | 2, Sleep therapy techniques (not involving medications) | 3, Working together with your prescriber | 4, Working together with your pharmacist | 5, Other | 0, None of the above","Select all that apply",,,,,"[freq_dich] = '2'",y,,,,," @NONEOFTHEABOVE"
stopping_aids_2,about_your_sleep_medication_use,,checkbox,"<div class=""rich-text-field-label""><p>Were any of the following methods used when decreasing or stopping your sleeping pills? <br /><br /><span style=""font-weight: normal;"">Select all that apply.</span></p></div>","1, Use of an alternative medication for sleep | 2, Sleep therapy techniques (not involving medications) | 3, Working together with your prescriber | 4, Working together with your pharmacist | 5, Other | 0, None of the above","Select all that apply",,,,,"[freq_dich] = '0' or [freq_dich] = '1'",y,,,,," @NONEOFTHEABOVE"
intent,about_your_sleep_medication_use,,radio,"Do you intend to completely stop using sleeping pills within the next year? ","1, No intention to stop | 2, Moderate intention to stop | 3, Strong intention to stop",,,,,,"[freq_dich] = '2'",y,,,,,
other_sub,other_medications_and_substances_used_for_sleep,,checkbox,"Do you use any other medications or substances to help you sleep? 

Select all that apply ","0, None | 1, Alcohol | 2, Cannabis (any of: oil, plant, edible, CBD, THC, etc) | 3, Melatonin (natural health product) | 4, Opioids (prescription medication) | 5, Quetiapine (prescription medication) | 6, Trazodone (prescription medication) | 7, Sedating antihistamines (e.g. Gravol, Benadryl, Sleepeze) (non-prescription medications) | 8, Other",,,,,,,y,,,,," @NONEOFTHEABOVE=0"
other_sub_use,other_medications_and_substances_used_for_sleep,,text,"What is/are the names of the ""other"" medication(s) or substance(s) that you take to help you sleep? ",,,,,,,"[other_sub(8)] = '1'",,,,,," @CHARLIMIT=60"
alc_sleep,other_medications_and_substances_used_for_sleep,,radio,"How often do you use alcohol to help you sleep? ","1, Less than 1 day per week | 2, 1-3 days per week. | 3, 4-6 days per week | 4, 7 days per week",,,,,,"[other_sub(1)] = '1'",y,,,,,
can_sleep,other_medications_and_substances_used_for_sleep,,radio,"How often do you use cannabis to help you sleep? ","1, Less than 1 day per week | 2, 1-3 days per week. | 3, 4-6 days per week | 4, 7 days per week",,,,,,"[other_sub(2)] = '1'",y,,,,,
melatonin_use,other_medications_and_substances_used_for_sleep,,radio,"How often do you use melatonin to help you sleep? ","1, Less than 1 day per week | 2, 1-3 days per week. | 3, 4-6 days per week | 4, 7 days per week",,,,,,"[other_sub(3)] = '1'",y,,,,,
op_sleep,other_medications_and_substances_used_for_sleep,,radio,"How often do you use opioids to help you sleep? ","1, Less than 1 day per week | 2, 1-3 days per week. | 3, 4-6 days per week | 4, 7 days per week",,,,,,"[other_sub(4)] = '1'",y,,,,,
quet_use,other_medications_and_substances_used_for_sleep,,radio,"How often do you use quetiapine to help you sleep?","1, Less than 1 day per week | 2, 1-3 days per week. | 3, 4-6 days per week | 4, 7 days per week",,,,,,"[other_sub(5)] = '1'",y,,,,,
traz_use,other_medications_and_substances_used_for_sleep,,radio,"How often do you use trazodone to help you sleep?","1, Less than 1 day per week | 2, 1-3 days per week. | 3, 4-6 days per week | 4, 7 days per week",,,,,,"[other_sub(6)] = '1'",y,,,,,
otc_use,other_medications_and_substances_used_for_sleep,,radio,"How often do you use sedating antihistamines to help you sleep? (e.g. Benadryl, Gravol, Sleepeze, etc.)","1, Less than 1 day per week | 2, 1-3 days per week. | 3, 4-6 days per week | 4, 7 days per week",,,,,,"[other_sub(7)] = '1'",y,,,,,
other_med_use,other_medications_and_substances_used_for_sleep,,radio,"How often do you use [other_sub_use] to help you sleep?","1, Less than 1 day per week | 2, 1-3 days per week. | 3, 4-6 days per week | 4, 7 days per week",,,,,,[other_sub_use],y,,,,,
cont_surv_3,other_medications_and_substances_used_for_sleep," ",radio,"<div class=""rich-text-field-label""><p>Continue with survey?<br /><br /><span style=""font-weight: normal;"">Thank you for your responses so far. You have completed 4 of 10 sections. Would you like to continue with the survey now or save your responses and come back later?</span></p></div>","0, Continue | 1, Save and return later",,,,,,,,,,,,
sel_cont_3,other_medications_and_substances_used_for_sleep,,descriptive,"Thank you for continuing with the survey. Please click ""Submit"" to continue. ",,,,,,,"[cont_surv_2] = '0'",,,,,,
sel_srl_2,other_medications_and_substances_used_for_sleep,,descriptive,"<div class=""rich-text-field-label""><p>At the bottom of this page click ""save and return later""<br /><br /><span style=""font-weight: normal;"">When you make this selection a window will open with instructions for how to return to the survey. You can type in your email address and click ""send survey link"". The email will be from ""REDCap Administrator"". This way you will have the link to the survey in your email. When you are ready, click that link in the email to continue where you left off. </span><br /><br /><span style=""font-weight: normal;"">Or you can leave the window open. When you return later you can click on the option ""Continue Survey Now"".</span></p></div>",,,,,,,"[cont_surv_2] = '1'",,,,,,
benefit_1,medication_experience,"Rate your level of agreement with each of the following statements about the sleeping pills that you take. ",radio,"Taking my sleeping pills is important for my overall health and wellness.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich] = '2'",y,,,experience1,,
benefit_4,medication_experience,,radio,"I rely on sleeping pills to give me a good night's sleep.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich] = '2'",y,,,experience4,,
benefit_5,medication_experience,,radio,"I rely on my sleeping pills to get enough sleep.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience5,,
benefit_6,medication_experience,,radio,"Taking sleeping pills is the best way to fix my sleep problem.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience6,,
benefit_dep,medication_experience,,radio,"I feel better when I take my sleeping pills after not taking them for a night or two.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience7,,
side_effects_1,medication_experience,,radio,"I feel drowsy the morning after taking my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_8,,
